"ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","GeoLevel","Comparison"
"37","North Carolina","NC","37001","Alamance County","37001","Alamance County, North Carolina","423.451987782528","171779","0","74055","83","67370","685","39261","2077","4323","578","16426","1070","13538","1005","16631","1169","29084","76","37805","18","21818","1124","4282","571","4582","549","66607","371","5967","697","8442","561","1150","237","3343","482","4913","110","23.5","1.2","5.0","0.7","24.4","1.6","11.7","0.9","9.7","0.7","16.9","0.1","22.0","0.1","12.8","0.7","6.3","0.8","2.8","0.3","38.8","0.2","8.0","0.9","11.4","0.8","1.7","0.4","5.0","0.7","2.9","0.1","0.3636","0.3636","0.5455","0.4242","0.2323","1.9292","0.3232","0.2323","0.697","0.1313","0.4747","0.9091","2.4444","0.5051","0.596","0.596","0.596","0.8586","0.1616","0.3232","0.4545","0.6465","2.4444","0.4444","7.414","0.4141","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","167722","9354","756","33408","726","23200","0","2748","257","183","64","57","33","5958","800","1053","500","13.9","1.1","19.4","0.4","13.5","0.0","1.6","0.1","0.1","0.1","0.0","0.1","3.5","0.5","0.6","0.3","County","State"
"37","North Carolina","NC","37003","Alexander County","37003","Alexander County, North Carolina","259.98494194487","36505","0","16035","69","13761","442","7547","1098","982","380","2265","368","3695","519","3213","619","7430","101","7180","100","6042","711","632","211","175","135","5077","46","104","80","4158","499","401","186","387","142","1294","83","21.5","3.1","5.6","2.1","16.5","2.6","14.0","1.9","9.1","1.8","20.4","0.3","19.7","0.3","17.1","2.0","4.6","1.5","0.5","0.4","13.9","0.1","0.6","0.5","25.9","3.1","2.9","1.3","2.8","1.0","3.5","0.2","0.2727","0.5556","0.0","0.6162","0.1616","1.6061","0.202","0.4949","0.3838","0.5152","0.1717","0.1414","1.707","0.0707","0.1515","0.1515","0.1515","0.0808","0.8586","0.8182","0.0606","0.7273","2.5455","0.5354","6.0101","0.2626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27580","2255","370","1597","342","1872","0","393","76","75","66","0","29","1080","336","60","33","16.4","2.6","4.4","0.9","5.1","0.0","1.1","0.2","0.2","0.2","0.0","0.1","3.0","0.9","0.2","0.1","County","State"
"37","North Carolina","NC","37005","Alleghany County","37005","Alleghany County, North Carolina","234.83506654856","10989","0","7726","48","4937","237","3702","508","247","135","1056","224","1506","336","1459","283","3079","108","1792","39","1891","273","168","82","160","127","1511","12","106","65","1203","224","156","78","278","109","184","12","34.0","4.7","5.3","2.9","21.4","4.4","17.7","3.9","13.4","2.6","28.0","1.0","16.3","0.4","17.4","2.5","3.4","1.7","1.5","1.2","13.8","0.1","1.3","0.8","15.6","2.9","3.2","1.6","5.6","2.2","1.7","0.1","0.8384","0.4848","0.2828","0.8687","0.8384","3.3131","0.7879","0.9192","0.0707","0.5758","0.0505","0.5859","2.2021","0.2727","0.1414","0.1414","0.1414","0.2323","0.3636","0.899","0.5657","0.4141","2.4747","0.4545","8.1313","0.5758","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","9716","999","233","202","96","1103","0","33","36","32","25","0","21","141","91","0","21","20.2","4.4","1.8","0.9","10.0","0.0","0.3","0.3","0.3","0.2","0.0","0.4","1.3","0.8","0.0","0.4","County","State"
"37","North Carolina","NC","37007","Anson County","37007","Anson County, North Carolina","531.460963196382","22200","0","9963","259","8266","391","7033","868","599","202","2475","356","2765","352","2625","471","4339","86","4438","60","4168","442","726","182","134","134","12385","41","90","74","2376","307","151","69","588","161","1962","623","34.8","4.2","6.4","2.1","29.9","4.1","17.5","2.2","13.0","2.2","19.5","0.4","20.0","0.3","20.6","2.1","8.7","2.2","0.6","0.6","55.8","0.2","0.9","0.7","23.8","2.9","1.8","0.8","7.1","1.9","8.8","2.8","0.8586","0.7172","0.8889","0.8586","0.8283","4.1516","0.9596","0.4444","0.4141","0.9091","0.8788","0.1717","2.8181","0.7677","0.8687","0.8687","0.8687","0.1313","0.7677","0.3535","0.7778","0.9293","2.9596","0.7677","10.798","0.899","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","2","19694","1313","231","10491","173","1012","0","335","49","40","34","0","25","474","172","33","41","15.9","2.8","47.3","0.8","4.6","0.0","1.5","0.2","0.2","0.2","0.0","0.2","2.1","0.8","0.1","0.2","County","State"
"37","North Carolina","NC","37009","Ashe County","37009","Ashe County, North Carolina","426.263881389476","26759","0","17026","53","11823","537","6489","830","629","191","2113","343","2668","393","2917","515","7120","121","4523","82","4740","538","600","218","247","149","2160","24","386","118","2925","416","135","82","495","147","430","11","24.5","3.1","5.1","1.5","17.9","2.8","13.0","1.9","11.0","1.9","26.6","0.5","16.9","0.3","17.9","2.0","5.0","1.8","1.0","0.6","8.1","0.1","2.3","0.7","17.2","2.4","1.2","0.7","4.2","1.2","1.6","0.0","0.4242","0.4141","0.0202","0.5051","0.5051","1.8687","0.3131","0.899","0.101","0.6263","0.2323","0.3434","2.202","0.2424","0.0202","0.0202","0.0202","0.4646","0.4444","0.1313","0.2626","0.3838","1.6867","0.1616","5.7776","0.1717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21382","2363","284","263","74","1406","0","117","44","63","47","8","16","289","109","14","22","20.0","2.3","1.0","0.3","5.3","0.0","0.4","0.2","0.2","0.2","0.0","0.1","1.1","0.4","0.1","0.1","County","State"
"37","North Carolina","NC","37011","Avery County","37011","Avery County, North Carolina","247.337765913872","17679","0","13915","65","6481","330","3796","501","353","108","1228","226","1777","270","2252","367","4007","67","2455","36","2926","337","310","109","148","134","2215","173","1119","137","1646","258","158","92","290","118","3028","101","25.8","3.4","5.0","1.5","18.9","3.4","13.1","2.0","14.6","2.4","22.7","0.4","13.9","0.2","19.0","2.2","4.8","1.7","0.9","0.8","12.5","1.0","8.0","1.0","11.8","1.9","2.4","1.4","4.5","1.8","17.1","0.6","0.5354","0.3636","0.0909","0.5152","0.9091","2.4142","0.4949","0.697","0.0101","0.7576","0.2121","0.3131","1.9899","0.1515","0.1111","0.1111","0.1111","0.8586","0.1818","0.6162","0.3434","0.9899","2.9899","0.7879","7.5051","0.4242","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","18452","1178","235","644","143","904","0","82","41","146","103","4","8","428","217","7","3","18.2","3.3","3.6","0.8","5.1","0.0","0.5","0.2","0.8","0.6","0.0","0.1","2.4","1.2","0.0","0.1","County","State"
"37","North Carolina","NC","37013","Beaufort County","37013","Beaufort County, North Carolina","832.735690859248","44711","0","24299","45","18972","511","12168","1118","1146","235","5432","594","4317","442","4996","649","10927","105","8748","34","7565","533","1325","288","422","239","15349","87","533","150","6240","496","280","165","1103","261","528","10","27.6","2.5","5.6","1.2","28.6","3.0","13.2","1.4","11.3","1.5","24.4","0.2","19.6","0.1","17.1","1.2","7.0","1.5","1.0","0.6","34.3","0.2","2.2","0.6","25.7","2.0","1.4","0.9","5.8","1.4","1.2","0.0","0.6263","0.5556","0.798","0.5354","0.596","3.1113","0.7576","0.798","0.3434","0.5152","0.6364","0.3434","2.6364","0.6465","0.5051","0.5051","0.5051","0.4444","0.8384","0.2121","0.596","0.2222","2.3131","0.3939","8.5659","0.6263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43553","3595","416","10344","306","3734","0","109","99","40","44","0","29","1047","328","75","72","18.9","2.1","23.1","0.7","8.4","0.0","0.2","0.2","0.1","0.1","0.0","0.1","2.3","0.7","0.2","0.2","County","State"
"37","North Carolina","NC","37015","Bertie County","37015","Bertie County, North Carolina","699.176122543976","17818","0","9008","39","6984","336","5845","591","431","154","2299","375","2613","402","1957","356","4253","51","3038","20","3852","432","549","175","4","78","11748","72","33","39","2622","347","131","111","790","233","1522","79","35.8","3.6","6.4","2.3","32.9","5.1","19.5","3.0","11.9","2.2","23.9","0.3","17.1","0.1","23.5","2.6","7.9","2.5","0.0","0.5","65.9","0.4","0.4","0.4","29.1","3.8","1.9","1.6","11.3","3.3","8.5","0.4","0.9192","0.7172","0.9596","0.9596","0.697","4.2526","0.9798","0.7677","0.1111","0.9899","0.798","0.0","2.6667","0.6667","0.9798","0.9798","0.9798","0.0505","0.899","0.3939","0.9798","0.9192","3.2424","0.8687","11.1415","0.9192","1","0","1","1","0","3","0","0","1","0","0","1","1","1","0","0","0","1","1","2","7","16210","2470","344","10925","177","258","136","136","19","51","43","1","5","352","138","25","32","35.4","4.5","61.3","1.0","1.4","0.8","0.8","0.1","0.3","0.2","0.0","0.1","2.0","0.8","0.1","0.2","County","State"
"37","North Carolina","NC","37017","Bladen County","37017","Bladen County, North Carolina","875.03127923708","29807","0","15348","53","11386","422","10310","1018","635","203","3171","449","2525","407","2937","516","6801","72","6045","0","4379","542","755","241","440","253","13542","146","205","104","4681","408","163","108","896","249","458","8","35.0","3.5","5.5","1.8","27.8","3.8","11.8","1.9","10.0","1.7","22.8","0.2","20.3","0.0","14.8","1.8","6.6","2.1","1.5","0.9","45.4","0.5","1.4","0.7","30.5","2.7","1.4","0.9","7.9","2.2","1.5","0.0","0.8687","0.5253","0.7172","0.4444","0.2727","2.8283","0.6061","0.7071","0.4848","0.2222","0.5253","0.5859","2.5253","0.5657","0.7374","0.7374","0.7374","0.2828","0.9091","0.2121","0.8283","0.3232","2.5555","0.5758","8.6465","0.6364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","29385","2236","309","10050","138","2411","0","93","67","796","33","0","25","192","169","0","25","19.6","2.5","33.7","0.5","8.1","0.0","0.3","0.2","2.7","0.1","0.0","0.1","0.6","0.6","0.0","0.1","County","State"
"37","North Carolina","NC","37019","Brunswick County","37019","Brunswick County, North Carolina","850.068699218256","139721","0","90454","61","60915","851","22619","1737","2969","604","14213","926","7227","836","12137","1080","45749","84","20223","0","20661","1145","1957","413","598","200","25953","695","3650","447","16967","1047","893","254","1432","342","935","24","16.3","1.3","5.0","1.0","23.3","1.5","6.5","0.7","8.8","0.8","32.7","0.1","14.5","0.0","14.9","0.8","3.2","0.7","0.4","0.1","18.6","0.5","4.0","0.5","18.8","1.2","1.5","0.4","2.4","0.6","0.7","0.0","0.0606","0.3636","0.4545","0.0303","0.1212","1.0302","0.101","1.0","0.0202","0.2626","0.0303","0.0909","1.404","0.0202","0.2929","0.2929","0.2929","0.7071","0.5051","0.2727","0.0404","0.0404","1.5657","0.0909","4.2928","0.0101","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","123819","4403","566","11952","582","7114","0","833","133","327","117","44","68","5338","924","345","269","7.2","0.9","8.6","0.4","5.1","0.0","0.6","0.1","0.2","0.1","0.0","0.1","3.8","0.7","0.2","0.2","County","State"
"37","North Carolina","NC","37021","Buncombe County","37021","Buncombe County, North Carolina","656.496557657654","269449","0","130081","112","102921","1473","55807","2996","4984","706","28135","1517","15756","1464","30105","1985","55563","60","48538","110","36158","1891","5248","588","5910","1125","47094","467","13254","985","16514","1292","2228","455","5565","661","7051","90","21.2","1.1","3.6","0.5","27.3","1.4","7.9","0.7","11.3","0.7","20.6","0.1","18.0","0.1","13.6","0.7","5.1","0.6","2.3","0.4","17.5","0.2","10.2","0.8","12.7","1.0","2.2","0.4","5.4","0.6","2.6","0.0","0.2424","0.0707","0.697","0.1212","0.596","1.7273","0.2626","0.5253","0.1919","0.1717","0.2626","0.7879","1.9394","0.1414","0.2626","0.2626","0.2626","0.8889","0.202","0.5556","0.5253","0.6162","2.788","0.6768","6.7173","0.3535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","287894","14521","1242","15081","710","19093","0","3087","335","383","126","373","70","8224","930","853","338","14.1","1.2","5.6","0.3","7.1","0.0","1.1","0.1","0.1","0.1","0.1","0.1","3.1","0.3","0.3","0.1","County","State"
"37","North Carolina","NC","37023","Burke County","37023","Burke County, North Carolina","506.236432275658","87799","0","39773","65","35195","473","24028","1738","2520","431","6446","635","9826","773","9202","876","18438","174","16016","0","17481","1024","1853","427","995","240","16729","115","838","234","8034","652","694","195","1623","341","2815","80","28.2","2.0","6.0","1.0","18.3","1.8","15.2","1.2","10.8","1.0","21.0","0.2","18.2","0.0","20.4","1.2","5.3","1.2","1.2","0.3","19.1","0.1","2.1","0.6","20.2","1.6","1.9","0.6","4.6","1.0","3.2","0.1","0.6465","0.6566","0.0505","0.7374","0.4343","2.5253","0.5455","0.596","0.2323","0.8788","0.303","0.4444","2.4545","0.5253","0.303","0.303","0.303","0.4141","0.5657","0.3939","0.3636","0.697","2.4343","0.4343","7.7171","0.4848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79374","7087","568","5138","513","5858","0","2984","235","111","62","58","65","2125","426","455","411","20.1","1.6","5.9","0.6","6.7","0.0","3.4","0.3","0.1","0.1","0.1","0.1","2.4","0.5","0.5","0.5","County","State"
"37","North Carolina","NC","37025","Cabarrus County","37025","Cabarrus County, North Carolina","361.232177511758","226396","0","88031","127","76880","923","36903","3733","5832","730","17608","1278","12094","1057","17910","1887","30191","63","57072","47","23979","1509","5283","729","2900","621","88453","662","7471","703","4829","472","2305","497","2871","487","1805","37","16.5","1.7","4.9","0.6","22.9","1.6","8.0","0.7","8.0","0.8","13.3","0.1","25.2","0.1","10.7","0.7","6.9","0.9","1.4","0.3","39.1","0.3","8.5","0.8","5.5","0.5","3.0","0.6","3.7","0.6","0.8","0.0","0.0909","0.3131","0.4242","0.1414","0.0404","1.01","0.0909","0.0707","0.9697","0.0606","0.5859","0.5253","2.2122","0.2828","0.6061","0.6061","0.6061","0.8788","0.0808","0.8485","0.1515","0.0707","2.0303","0.2626","5.8586","0.2222","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","206084","7221","802","42108","1026","25629","0","11170","475","55","50","64","71","8014","1014","1413","682","9.4","1.0","18.6","0.5","11.3","0.0","4.9","0.2","0.0","0.1","0.0","0.1","3.5","0.4","0.6","0.3","County","State"
"37","North Carolina","NC","37027","Caldwell County","37027","Caldwell County, North Carolina","471.887784451806","80716","0","37125","47","32120","541","20719","1704","2235","445","5954","544","10569","939","9014","895","16699","181","16024","0","15027","1257","2020","371","499","198","11240","134","1132","307","6349","629","671","196","1541","341","1017","43","26.0","2.1","5.8","1.1","18.5","1.7","18.1","1.6","11.3","1.1","20.7","0.2","19.9","0.0","18.8","1.6","6.3","1.2","0.7","0.3","13.9","0.2","3.0","0.8","17.1","1.7","2.1","0.6","4.8","1.0","1.3","0.1","0.5556","0.6061","0.0707","0.9192","0.596","2.7476","0.596","0.5657","0.404","0.7374","0.4747","0.2323","2.4141","0.4545","0.1515","0.1515","0.1515","0.596","0.4242","0.5253","0.4141","0.2626","2.2222","0.3636","7.5354","0.4545","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","72443","5382","510","3421","307","4967","0","440","136","63","34","78","104","2196","370","75","60","16.8","1.6","4.2","0.4","6.2","0.0","0.5","0.2","0.1","0.1","0.1","0.1","2.7","0.5","0.1","0.1","County","State"
"37","North Carolina","NC","37029","Camden County","37029","Camden County, North Carolina","240.324913434248","10547","0","4170","34","3871","135","1367","467","291","131","916","227","564","171","384","151","1662","97","2510","128","1625","345","293","167","46","93","2237","147","170","102","583","192","47","52","50","52","34","3","13.0","4.4","5.7","2.5","23.7","5.8","7.7","2.4","3.7","1.4","15.8","0.9","23.8","1.2","15.5","3.3","7.6","4.3","0.5","0.9","21.2","1.4","4.1","2.4","14.0","4.6","1.2","1.3","1.3","1.3","0.3","0.0","0.0101","0.5859","0.4747","0.101","0.0","1.1717","0.1313","0.1414","0.899","0.3333","0.7273","0.1414","2.2424","0.3131","0.3333","0.3333","0.3333","0.7172","0.2626","0.1313","0.0","0.0","1.1111","0.0101","4.8585","0.0505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6787","273","121","851","154","391","0","144","83","24","35","25","31","708","187","94","120","7.1","3.1","8.1","1.5","3.7","0.0","1.4","0.8","0.2","0.3","0.2","0.3","6.7","1.8","0.9","1.1","County","State"
"37","North Carolina","NC","37031","Carteret County","37031","Carteret County, North Carolina","507.603949574868","68353","0","51096","76","30414","551","11309","920","1537","341","7397","570","4110","465","6776","763","17655","111","11688","24","11632","689","1120","244","239","148","9603","154","5398","465","8554","536","287","91","1199","194","1173","51","16.8","1.4","4.9","1.1","24.3","1.8","7.9","0.9","10.1","1.1","25.8","0.2","17.1","0.1","17.4","1.0","3.7","0.8","0.4","0.2","14.0","0.2","10.5","0.9","16.7","1.0","0.9","0.3","3.9","0.6","1.7","0.1","0.101","0.3131","0.5253","0.1212","0.2929","1.3535","0.1414","0.8485","0.1111","0.5758","0.0808","0.0909","1.7071","0.0808","0.1717","0.1717","0.1717","0.899","0.4141","0.0505","0.202","0.4141","1.9797","0.2525","5.212","0.1111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62819","2659","345","2898","261","3102","0","833","118","230","67","12","14","2403","306","125","75","8.7","1.1","4.2","0.4","4.5","0.0","1.2","0.2","0.3","0.1","0.0","0.1","3.5","0.4","0.2","0.1","County","State"
"37","North Carolina","NC","37033","Caswell County","37033","Caswell County, North Carolina","425.366559105866","22747","0","10493","49","8507","275","4994","661","605","233","1882","276","2719","395","2135","332","5005","56","4115","41","4292","485","490","134","265","201","9180","178","65","51","2288","356","96","57","404","170","1269","73","23.4","3.1","6.0","2.2","22.1","3.2","16.3","2.4","9.9","1.5","22.0","0.2","18.1","0.2","19.9","2.2","5.8","1.6","1.2","0.9","40.4","0.8","0.6","0.5","21.8","3.4","1.1","0.7","4.7","2.0","5.6","0.3","0.3434","0.6566","0.3535","0.798","0.2525","2.404","0.4848","0.6667","0.2222","0.8384","0.3838","0.4444","2.5555","0.5758","0.6364","0.6364","0.6364","0.0808","0.6061","0.1111","0.3939","0.8485","2.0404","0.2727","7.6363","0.4646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15980","1944","265","7274","117","1089","0","194","25","25","32","0","25","588","211","10","18","22.9","3.0","32.0","0.5","4.8","0.0","0.9","0.2","0.1","0.1","0.0","0.2","2.6","0.9","0.0","0.1","County","State"
"37","North Carolina","NC","37035","Catawba County","37035","Catawba County, North Carolina","401.373409007968","161011","0","71047","63","64442","630","35009","2353","4113","670","13138","1015","14139","1194","18866","1606","29425","35","35036","0","22324","1083","4109","551","3097","554","42628","552","4505","588","9228","750","1590","350","3167","511","2665","42","22.2","1.5","5.1","0.8","20.4","1.6","12.6","1.1","11.8","1.0","18.3","0.1","21.8","0.0","14.0","0.7","6.4","0.9","2.0","0.4","26.5","0.3","6.4","0.8","13.0","1.1","2.5","0.5","4.9","0.8","1.7","0.0","0.2929","0.4141","0.1717","0.4848","0.6869","2.0504","0.3838","0.3333","0.6667","0.1818","0.4949","0.7475","2.4242","0.4747","0.4141","0.4141","0.4141","0.8384","0.2222","0.7071","0.4444","0.4141","2.6262","0.6162","7.5149","0.4343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186537","8708","749","12975","633","16667","0","6567","602","142","81","0","32","5833","1017","444","250","13.5","1.2","8.1","0.4","10.4","0.0","4.1","0.4","0.1","0.1","0.0","0.1","3.6","0.6","0.3","0.2","County","State"
"37","North Carolina","NC","37037","Chatham County","37037","Chatham County, North Carolina","681.67866793774","76754","0","34190","39","31131","438","14704","1535","1005","272","6309","725","6004","715","6715","820","19026","212","14978","33","9821","803","1287","274","2428","501","22175","431","797","197","4614","550","561","176","961","214","675","10","19.4","2.0","2.8","0.8","20.3","2.3","10.6","1.3","8.8","1.1","24.8","0.3","19.5","0.1","12.9","1.1","4.1","0.9","3.3","0.7","28.9","0.6","2.4","0.6","13.5","1.6","1.8","0.6","3.1","0.7","0.9","0.0","0.1616","0.0101","0.1515","0.3535","0.1212","0.7979","0.0505","0.8081","0.3333","0.1515","0.1212","0.9293","2.3434","0.3636","0.4343","0.4343","0.4343","0.4747","0.2424","0.3535","0.0808","0.1313","1.2827","0.0505","4.8583","0.0404","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","54801","4692","573","8119","480","9332","0","1277","207","133","79","0","32","2775","562","539","274","15.1","1.8","10.6","0.6","12.2","0.0","1.7","0.3","0.2","0.1","0.0","0.1","3.6","0.7","0.7","0.4","County","State"
"37","North Carolina","NC","37039","Cherokee County","37039","Cherokee County, North Carolina","455.540750870526","28868","0","18006","36","12758","430","8492","1046","590","207","2877","388","1984","317","4634","601","8870","141","4646","123","5164","537","414","154","95","131","2854","59","73","51","3456","436","105","85","547","187","447","16","29.8","3.7","4.9","1.7","22.6","2.9","8.8","1.4","16.2","2.1","30.7","0.5","16.1","0.4","18.1","1.9","3.3","1.2","0.3","0.5","9.9","0.2","0.4","0.3","19.2","2.4","0.9","0.7","4.3","1.5","1.5","0.1","0.7071","0.3131","0.3636","0.1717","0.9697","2.5252","0.5354","0.9596","0.0606","0.6566","0.0404","0.0606","1.7778","0.1111","0.0707","0.0707","0.0707","0.0505","0.5354","0.0505","0.303","0.3232","1.2626","0.0404","5.6363","0.1414","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","27647","2583","358","420","83","1071","0","150","64","456","105","0","25","715","158","42","44","20.2","2.6","1.5","0.3","3.7","0.0","0.5","0.2","1.6","0.4","0.0","0.1","2.5","0.5","0.1","0.2","County","State"
"37","North Carolina","NC","37041","Chowan County","37041","Chowan County, North Carolina","172.657068807778","13835","0","7162","20","6216","241","4327","631","267","170","1590","317","1418","325","892","306","3544","95","2716","126","2247","359","554","204","105","96","5505","50","36","46","1581","287","29","36","637","210","277","7","31.8","4.6","4.3","2.7","25.6","5.0","13.4","3.0","6.6","2.3","25.6","0.7","19.6","0.9","16.5","2.6","8.9","3.3","0.8","0.7","39.8","0.4","0.5","0.6","22.1","4.0","0.5","0.6","10.2","3.3","2.0","0.1","0.798","0.1616","0.6061","0.5556","0.0202","2.1415","0.4141","0.8384","0.3434","0.4545","0.8889","0.2828","2.808","0.7576","0.6162","0.6162","0.6162","0.0707","0.6364","0.0303","0.9394","0.5051","2.1819","0.3535","7.7476","0.5051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","13514","1176","276","4619","271","510","0","15","21","9","15","0","21","342","276","10","20","18.9","4.5","33.4","2.0","3.7","0.0","0.1","0.2","0.1","0.1","0.0","0.3","2.5","2.0","0.1","0.1","County","State"
"37","North Carolina","NC","37043","Clay County","37043","Clay County, North Carolina","214.98333221730599","11186","0","7320","54","4892","297","2582","598","181","113","1185","321","997","262","1697","444","3563","108","1843","99","1813","313","89","70","31","106","926","92","234","179","1023","285","68","78","359","195","84","15","23.3","5.4","4.0","2.5","24.2","6.4","11.7","3.1","15.3","4.0","31.9","1.0","16.5","0.9","16.3","2.8","1.8","1.4","0.3","1.0","8.3","0.8","3.2","2.4","14.0","3.9","1.4","1.6","7.3","3.9","0.8","0.1","0.3333","0.1313","0.5051","0.4242","0.9394","2.3333","0.4646","0.9899","0.0808","0.4242","0.0","0.0606","1.5555","0.0404","0.0303","0.0303","0.0303","0.6162","0.2626","0.2121","0.7879","0.0707","1.9495","0.2222","5.8686","0.2323","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","8883","1008","251","110","65","432","0","128","87","122","107","14","28","120","109","0","21","20.6","4.9","1.0","0.6","3.9","0.0","1.1","0.8","1.1","1.0","0.1","0.3","1.1","1.0","0.0","0.4","County","State"
"37","North Carolina","NC","37045","Cleveland County","37045","Cleveland County, North Carolina","464.249276847302","99527","0","43782","54","36567","609","28849","1757","2970","516","9122","839","9067","921","11063","1224","18573","99","22037","0","16028","1123","2748","405","701","265","28402","346","1124","269","8540","684","1235","364","2380","347","1712","49","29.6","1.8","6.4","1.1","24.9","2.3","13.2","1.3","11.2","1.2","18.7","0.1","22.1","0.0","16.2","1.1","7.5","1.1","0.7","0.3","28.5","0.3","2.6","0.6","19.5","1.6","3.4","1.0","6.5","0.9","1.7","0.0","0.697","0.7172","0.5758","0.5354","0.5253","3.0507","0.7071","0.3737","0.7172","0.404","0.7071","0.2323","2.4343","0.4848","0.4242","0.4242","0.4242","0.5152","0.5455","0.9293","0.7071","0.4141","3.1112","0.8081","9.0204","0.7172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","92836","8566","708","20032","517","4113","0","916","151","71","51","70","112","2986","627","214","162","23.4","1.9","20.1","0.5","4.1","0.0","0.9","0.2","0.1","0.1","0.1","0.1","3.0","0.6","0.2","0.2","County","State"
