"ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","GeoLevel","Comparison"
"37","North Carolina","NC","37093","Hoke County","37093","Hoke County, North Carolina","390.152836623546","52612","0","20322","65","18481","257","13179","1119","1304","235","5504","519","3774","376","5400","628","5778","129","14283","0","8858","649","1433","248","1119","275","32746","181","334","144","4283","417","427","132","961","201","1142","155","25.8","2.2","6.4","1.1","29.8","2.8","11.1","1.1","11.0","1.3","11.0","0.2","27.1","0.0","18.1","1.4","7.8","1.3","2.3","0.6","62.2","0.3","1.6","0.7","21.1","2.1","2.4","0.7","5.2","1.1","2.2","0.3","0.5354","0.7172","0.8788","0.3838","0.5051","3.0203","0.6667","0.0101","1.0","0.6566","0.7879","0.7879","3.2425","0.9192","0.9394","0.9394","0.9394","0.2929","0.596","0.6162","0.4949","0.5455","2.5455","0.5354","9.7477","0.7778","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","2","37796","2444","266","17072","537","7758","0","728","169","3668","216","33","31","3003","684","484","259","13.2","1.4","32.4","1.0","14.7","0.0","1.4","0.3","7.0","0.4","0.1","0.1","5.7","1.3","0.9","0.5","County","State"
"37","North Carolina","NC","37095","Hyde County","37095","Hyde County, North Carolina","612.341568071264","4636","0","2939","298","2002","180","1494","368","135","130","697","239","703","239","556","243","1083","175","915","150","760","272","122","118","83","91","2000","272","0","19","652","217","0","19","44","54","634","40","37.0","9.1","8.7","8.0","34.8","11.5","19.0","6.4","13.8","6.0","23.4","3.8","19.7","3.2","18.8","6.7","6.0","5.9","1.9","2.0","43.1","5.9","0.0","0.6","22.2","7.2","0.0","0.9","2.2","2.7","13.7","0.9","0.9596","0.9192","1.0","0.9495","0.8687","4.697","1.0","0.7475","0.3838","0.7374","0.4141","0.7172","3.0","0.8586","0.697","0.697","0.697","0.0","0.6465","0.0","0.0303","0.9798","1.6566","0.1414","10.0506","0.8081","1","1","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","4644","590","218","1322","264","573","185","0","14","28","55","0","14","77","64","0","14","29.5","9.5","28.5","5.7","12.4","4.0","0.0","0.9","0.6","1.2","0.0","0.9","1.7","1.4","0.0","0.9","County","State"
"37","North Carolina","NC","37097","Iredell County","37097","Iredell County, North Carolina","574.41534892257","187839","0","79853","154","72296","644","30327","2097","4521","638","15146","934","11914","907","17313","1256","30690","58","42207","0","22002","1127","4395","600","3256","604","47922","292","4925","661","9763","761","1544","393","2400","396","1566","374","16.3","1.1","4.6","0.6","20.9","1.3","9.1","0.7","9.3","0.7","16.3","0.1","22.5","0.0","11.8","0.6","6.1","0.8","1.8","100.0","25.5","0.2","6.2","0.8","12.2","1.0","2.2","0.5","3.3","0.5","0.8","0.2","0.0606","0.2424","0.2121","0.1818","0.1919","0.8888","0.0606","0.1616","0.7778","0.0909","0.4343","0.6869","2.1515","0.2222","0.3838","0.3838","0.3838","0.8283","0.1919","0.5556","0.1111","0.0707","1.7576","0.1818","5.1817","0.101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","189985","5734","534","21372","551","15549","0","4737","359","227","77","11","17","5293","631","733","366","7.9","0.7","11.4","0.3","8.3","0.0","2.5","0.2","0.1","0.1","0.0","0.1","2.8","0.3","0.4","0.2","County","State"
"37","North Carolina","NC","37099","Jackson County","37099","Jackson County, North Carolina","491.10961653618","42388","0","26967","40","17737","547","11283","1056","1210","342","4094","535","2951","686","6358","682","8634","162","7055","66","5579","552","917","242","821","261","8614","162","1380","276","4407","405","524","178","847","222","3520","59","29.2","2.7","5.9","1.7","23.1","2.9","10.7","2.5","15.1","1.6","20.4","0.4","16.6","0.2","13.2","1.3","5.2","1.4","2.0","0.6","20.3","0.4","5.1","1.0","16.3","1.5","3.0","1.0","4.8","1.2","8.3","0.1","0.6768","0.6364","0.4343","0.3636","0.9293","3.0404","0.6869","0.4949","0.0909","0.1616","0.2727","0.7475","1.7676","0.101","0.3131","0.3131","0.3131","0.8081","0.3737","0.8485","0.4141","0.9091","3.3535","0.9091","8.4746","0.6162","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","41864","4230","587","816","112","2768","0","456","85","3119","188","3","5","1339","293","113","91","23.8","3.0","1.9","0.3","6.5","0.0","1.1","0.2","7.4","0.4","0.0","0.1","3.2","0.7","0.3","0.2","County","State"
"37","North Carolina","NC","37101","Johnston County","37101","Johnston County, North Carolina","792.01668127226","219042","0","85278","55","79387","671","41806","2819","4189","660","18062","1288","15330","1132","24274","1658","29727","69","54580","0","27834","1706","4788","599","5277","771","76994","881","2886","602","12588","894","2289","527","3276","570","1813","57","19.3","1.3","3.7","0.6","22.8","1.6","10.5","0.8","11.2","0.8","13.6","0.1","24.9","0.0","12.8","0.8","6.1","0.8","2.6","0.4","35.2","0.4","3.4","0.7","14.8","1.0","2.9","0.7","4.1","0.7","0.8","0.0","0.1515","0.0808","0.3939","0.3333","0.5253","1.4848","0.1616","0.0808","0.9394","0.1313","0.4343","0.8586","2.4444","0.5051","0.5354","0.5354","0.5354","0.6566","0.3333","0.8182","0.2424","0.0707","2.1212","0.3232","6.5858","0.3333","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","176966","13086","1030","35837","706","31751","0","1513","258","465","195","87","92","6614","1024","727","563","16.5","1.3","16.4","0.3","14.5","0.0","0.7","0.1","0.2","0.1","0.0","0.1","3.0","0.5","0.3","0.3","County","State"
"37","North Carolina","NC","37103","Jones County","37103","Jones County, North Carolina","471.367590385512","9263","0","4669","24","3815","145","2807","366","193","89","871","162","974","190","1145","243","2149","24","1713","19","1880","241","162","70","5","74","3524","27","58","42","1500","195","53","36","297","98","143","36","30.7","4.0","4.8","2.2","22.8","4.2","14.2","2.8","12.5","2.6","23.2","0.3","18.5","0.2","20.5","2.6","4.2","1.8","0.1","0.8","38.0","0.3","1.2","0.9","32.1","4.2","1.4","0.9","7.8","2.5","1.5","0.4","0.7677","0.2929","0.3939","0.6465","0.7778","2.8788","0.6162","0.7374","0.2626","0.8889","0.1414","0.0303","2.0606","0.1818","0.5859","0.5859","0.5859","0.2222","0.9394","0.2121","0.8081","0.3232","2.505","0.4949","8.0303","0.5455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","6201","932","167","2564","139","529","0","95","91","65","22","0","19","271","124","0","19","24.4","4.3","27.7","1.5","5.7","0.0","1.0","1.0","0.7","0.2","0.0","0.5","2.9","1.3","0.0","0.5","County","State"
"37","North Carolina","NC","37105","Lee County","37105","Lee County, North Carolina","255.061860362614","63560","0","26560","49","24050","384","16800","1659","1559","336","6152","613","6420","602","8536","848","10651","63","15113","0","10847","853","2055","393","3192","493","27216","106","1135","271","3775","418","786","284","950","224","990","29","27.0","2.7","5.2","1.1","25.6","2.5","14.9","1.4","13.7","1.4","16.8","0.1","23.8","0.0","17.4","1.4","8.6","1.6","5.4","0.8","42.8","0.2","4.3","1.0","14.2","1.6","3.3","1.2","4.0","0.9","1.6","0.0","0.596","0.4545","0.6061","0.7172","0.8586","3.2324","0.7778","0.2222","0.899","0.5758","0.8687","0.9899","3.5556","0.9899","0.6768","0.6768","0.6768","0.7374","0.2929","0.9192","0.2121","0.3838","2.5454","0.5152","10.0102","0.7879","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","2","66855","6000","732","11674","356","12691","0","730","163","72","65","0","32","1975","438","74","56","24.9","3.0","18.4","0.6","20.0","0.0","1.1","0.3","0.1","0.1","0.0","0.1","3.1","0.7","0.1","0.1","County","State"
"37","North Carolina","NC","37107","Lenoir County","37107","Lenoir County, North Carolina","399.086614507122","55071","0","26681","58","22665","496","19927","1449","1747","350","6639","697","6864","694","5845","691","11496","111","12359","67","12622","794","2327","309","970","304","28515","79","1221","296","5920","546","739","228","1942","291","1283","54","36.9","2.7","7.1","1.4","29.3","3.0","17.9","1.8","10.8","1.3","20.9","0.2","22.4","0.1","23.4","1.5","10.3","1.3","1.9","0.6","51.8","0.1","4.5","1.1","22.2","2.0","3.2","1.0","8.6","1.3","2.3","0.1","0.9495","0.8283","0.8384","0.8889","0.4343","3.9394","0.8788","0.5859","0.7677","0.9798","0.9394","0.7172","3.99","1.0","0.8081","0.8081","0.8081","0.7576","0.6465","0.899","0.8687","0.5657","3.7375","0.9697","12.475","1.0","1","0","0","0","0","1","0","0","1","1","0","2","0","0","0","0","0","0","0","0","3","58790","4861","519","21906","523","4553","0","432","105","46","42","38","60","1511","559","29","37","21.4","2.3","39.8","0.9","8.3","0.0","0.8","0.2","0.1","0.1","0.1","0.1","2.7","1.0","0.1","0.1","County","State"
"37","North Carolina","NC","37109","Lincoln County","37109","Lincoln County, North Carolina","295.84675593929","87933","0","37715","47","34910","444","13800","1352","1961","383","6503","726","6424","695","7462","860","16371","120","18255","0","13235","1097","1509","312","1019","307","14647","530","810","268","6567","636","842","255","1200","298","720","39","15.9","1.6","4.4","0.9","18.6","2.1","10.2","1.1","8.5","1.0","18.6","0.1","20.8","0.0","15.2","1.3","4.3","0.9","1.2","0.4","16.7","0.6","2.1","0.7","17.4","1.7","2.4","0.7","3.4","0.9","0.8","0.0","0.0505","0.2222","0.0808","0.2929","0.0909","0.7373","0.0303","0.3636","0.5455","0.303","0.1616","0.4444","1.8181","0.1313","0.2222","0.2222","0.2222","0.4141","0.4545","0.6162","0.1212","0.0707","1.6767","0.1515","4.4543","0.0202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72356","3677","581","4891","256","6642","0","719","129","170","107","32","45","1999","620","194","149","10.5","1.6","5.6","0.3","7.6","0.0","0.8","0.1","0.2","0.1","0.0","0.1","2.3","0.7","0.2","0.2","County","State"
"37","North Carolina","NC","37111","McDowell County","37111","McDowell County, North Carolina","439.954228576278","44629","0","21328","32","18184","466","11469","1239","1097","320","3025","377","4513","537","5480","553","9188","115","8765","35","8290","740","1080","293","527","251","5931","51","384","172","5942","507","438","149","1167","278","1443","33","26.5","2.9","5.5","1.6","16.6","2.0","13.8","1.6","12.6","1.3","20.6","0.3","19.6","0.1","19.1","1.7","5.9","1.6","1.2","0.6","13.3","0.1","1.8","0.8","27.9","2.4","2.4","0.8","6.4","1.6","3.2","0.1","0.5859","0.5253","0.0101","0.6061","0.798","2.5254","0.5556","0.5253","0.3434","0.798","0.3939","0.4444","2.505","0.5354","0.1212","0.1212","0.1212","0.3535","0.8788","0.6162","0.6768","0.697","3.2223","0.8586","8.3739","0.6061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41913","3650","526","1621","127","2884","0","472","50","177","79","0","29","769","191","8","16","20.1","2.8","3.6","0.3","6.5","0.0","1.1","0.1","0.4","0.2","0.0","0.1","1.7","0.4","0.0","0.1","County","State"
"37","North Carolina","NC","37113","Macon County","37113","Macon County, North Carolina","515.57918406951","37088","0","26929","34","17386","566","10055","1194","563","204","3816","526","2938","375","5713","804","10678","147","6600","114","6248","596","665","240","861","211","4533","108","354","159","4148","468","227","90","1119","266","337","14","27.4","3.3","3.5","1.2","21.9","2.9","10.5","1.3","15.5","2.2","28.8","0.4","17.8","0.3","16.9","1.6","3.8","1.4","2.4","0.6","12.2","0.3","1.3","0.6","15.4","1.7","1.3","0.5","6.4","1.5","0.9","0.0","0.6162","0.0404","0.3333","0.3333","0.9495","2.2727","0.4444","0.9394","0.1616","0.4949","0.101","0.8182","2.5151","0.5455","0.101","0.101","0.101","0.2323","0.3535","0.1616","0.6768","0.1313","1.5555","0.0808","6.4443","0.303","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","34789","3523","458","368","180","2918","0","317","128","106","52","0","29","745","231","79","73","20.3","2.3","1.0","0.5","7.9","0.0","0.9","0.3","0.3","0.1","0.0","0.1","2.0","0.6","0.2","0.2","County","State"
"37","North Carolina","NC","37115","Madison County","37115","Madison County, North Carolina","449.61513227915","21414","0","11092","27","8447","276","4690","707","170","72","1770","311","1727","274","1909","371","4910","51","3777","84","3917","406","338","141","8","88","1551","191","196","106","2581","304","207","110","377","140","981","25","22.8","3.4","1.7","0.7","21.0","3.6","11.1","1.7","9.0","1.8","22.9","0.2","17.6","0.4","18.5","1.9","4.0","1.7","0.0","0.4","7.2","0.9","1.8","1.0","23.3","2.7","2.4","1.3","4.5","1.6","4.6","0.1","0.3232","0.0","0.2222","0.3838","0.1515","1.0807","0.1212","0.7172","0.1414","0.7172","0.1111","0.0","1.6869","0.0505","0.0","0.0","0.0","0.3535","0.7071","0.6162","0.3434","0.798","2.8182","0.6869","5.5858","0.1313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14913","1750","303","238","80","571","0","83","36","33","31","0","25","453","94","173","192","20.7","3.5","1.1","0.4","2.7","0.0","0.4","0.2","0.2","0.1","0.0","0.2","2.1","0.4","0.8","0.9","County","State"
"37","North Carolina","NC","37117","Martin County","37117","Martin County, North Carolina","456.412154512978","21992","0","11108","31","9332","280","6464","729","970","229","2542","362","2887","397","1786","335","5351","93","4460","10","4575","418","703","207","229","118","10726","147","304","165","2586","339","180","113","867","205","159","6","30.0","3.4","9.6","2.3","27.2","3.8","18.0","2.5","8.2","1.5","24.3","0.4","20.3","0.1","20.9","1.9","7.6","2.2","1.1","0.6","48.8","0.7","2.7","1.5","23.3","3.1","1.9","1.2","9.3","2.2","0.7","0.0","0.7374","0.9596","0.6869","0.899","0.0505","3.3334","0.798","0.7879","0.4848","0.9192","0.7273","0.404","3.3232","0.9495","0.7778","0.7778","0.7778","0.5354","0.7071","0.3939","0.9293","0.0404","2.6061","0.596","10.0405","0.798","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","3","20381","2016","281","9144","150","959","0","125","30","18","27","21","36","459","215","0","25","21.6","2.8","41.6","0.7","4.4","0.0","0.6","0.1","0.1","0.1","0.1","0.2","2.1","1.0","0.0","0.2","County","State"
"37","North Carolina","NC","37119","Mecklenburg County","37119","Mecklenburg County, North Carolina","523.60565198294","1115403","0","481307","190","446584","1602","201035","6272","28592","1862","128788","3182","68785","2763","127508","4113","129089","32","256136","75","90159","2729","33860","1498","51183","2460","611904","973","118327","2809","6926","776","10954","1068","24989","1370","14942","217","18.3","0.6","4.5","0.3","28.8","0.7","9.1","0.4","11.5","0.4","11.6","0.1","23.0","0.1","8.1","0.2","7.6","0.3","4.9","0.2","54.9","0.1","24.6","0.6","1.4","0.2","2.5","0.2","5.6","0.3","1.3","0.0","0.1313","0.2323","0.8081","0.1818","0.6364","1.9899","0.3535","0.0202","0.8384","0.0","0.7273","0.9697","2.5556","0.5859","0.8586","0.8586","0.8586","1.0","0.0101","0.7071","0.5657","0.2626","2.5455","0.5354","7.9496","0.5152","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","2","1340686","33828","1595","344497","2891","155481","0","68852","1139","1832","320","290","112","36801","3179","4151","787","7.6","0.4","30.9","0.3","13.9","0.0","6.2","0.1","0.2","0.1","0.0","0.1","3.3","0.3","0.4","0.1","County","State"
"37","North Carolina","NC","37121","Mitchell County","37121","Mitchell County, North Carolina","221.25043254495","14989","0","8665","31","6479","300","3052","569","443","171","1271","232","1135","255","1580","332","3755","66","2722","58","2774","306","344","138","80","84","1338","30","191","87","1536","239","76","52","543","167","394","55","20.9","3.9","6.3","2.5","19.6","3.5","10.2","2.3","10.6","2.2","25.1","0.4","18.2","0.4","18.6","2.1","5.3","2.1","0.6","0.6","8.9","0.2","2.2","1.0","17.7","2.8","1.1","0.8","8.4","2.6","2.6","0.4","0.2222","0.697","0.1212","0.2929","0.3939","1.7272","0.2525","0.8182","0.2323","0.7273","0.303","0.1717","2.2525","0.3232","0.0505","0.0505","0.0505","0.4444","0.4848","0.1111","0.8586","0.6162","2.5151","0.5051","6.5453","0.3232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13758","1322","194","120","85","901","0","52","32","50","44","0","21","215","89","0","21","20.4","2.7","0.8","0.6","6.0","0.0","0.3","0.2","0.3","0.3","0.0","0.3","1.4","0.6","0.0","0.3","County","State"
"37","North Carolina","NC","37123","Montgomery County","37123","Montgomery County, North Carolina","491.537045349852","25839","0","14926","85","9505","418","6753","934","350","139","1718","282","2943","409","3463","551","5466","80","5486","59","4486","453","707","188","867","290","9678","150","36","29","3764","485","223","120","421","145","906","45","27.1","3.7","3.1","1.2","18.1","2.9","16.1","2.3","13.9","2.2","21.2","0.3","21.2","0.2","18.0","1.8","7.5","2.0","3.5","1.2","37.5","0.6","0.3","0.2","25.2","3.2","2.4","1.3","4.4","1.5","3.5","0.2","0.6061","0.0202","0.0404","0.7778","0.8788","2.3233","0.4545","0.6061","0.5758","0.6465","0.7071","0.9394","3.4749","0.9798","0.5657","0.5657","0.5657","0.0404","0.8283","0.6162","0.3333","0.7273","2.5455","0.5354","8.9094","0.7071","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","24358","2259","342","4412","168","4112","0","384","87","140","50","0","25","590","205","40","40","23.8","3.3","17.1","0.6","15.9","0.0","1.5","0.3","0.5","0.2","0.0","0.2","2.3","0.8","0.2","0.2","County","State"
"37","North Carolina","NC","37125","Moore County","37125","Moore County, North Carolina","697.613214466646","100759","0","48595","77","41782","715","16280","1319","1990","414","8833","771","5189","544","7996","1107","24260","148","21684","19","13760","995","1718","333","1711","460","23912","288","1728","363","5705","584","490","155","1761","376","1280","11","16.4","1.3","4.6","0.9","21.1","1.8","7.2","0.8","8.3","1.1","24.1","0.1","21.5","0.1","14.3","1.0","4.1","0.8","1.8","0.5","23.7","0.3","3.6","0.7","11.7","1.2","1.2","0.4","4.2","0.9","1.3","0.0","0.0808","0.2424","0.2323","0.0606","0.0606","0.6767","0.0101","0.7778","0.6061","0.202","0.1212","0.6869","2.394","0.4343","0.3737","0.3737","0.3737","0.6667","0.1717","0.1313","0.2626","0.2626","1.4949","0.0707","4.9393","0.0707","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99356","4891","577","10345","463","7384","0","1272","173","403","160","85","5","4047","535","376","219","11.7","1.4","10.3","0.5","7.3","0.0","1.3","0.2","0.4","0.2","0.1","0.1","4.0","0.5","0.4","0.2","County","State"
"37","North Carolina","NC","37127","Nash County","37127","Nash County, North Carolina","540.443519276128","95015","0","43320","42","37793","549","22802","1911","2972","615","9940","933","8895","964","10858","920","17838","149","20820","0","14162","1077","2891","498","1041","363","49586","229","1690","400","7126","653","1162","548","2598","492","1900","51","24.5","2.1","6.4","1.3","26.3","2.4","13.4","1.4","11.6","1.0","18.8","0.2","21.9","0.0","15.1","1.1","7.7","1.3","1.2","0.4","52.2","0.2","3.9","0.9","16.4","1.5","3.1","1.4","6.9","1.3","2.0","0.1","0.4242","0.7172","0.6465","0.5556","0.6465","2.99","0.6465","0.3939","0.6768","0.2828","0.7677","0.4444","2.5656","0.596","0.8283","0.8283","0.8283","0.697","0.3838","0.8788","0.7273","0.5051","3.192","0.8384","9.5759","0.7475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98892","6818","675","38367","452","7122","0","718","153","430","126","27","43","2402","464","520","232","18.0","1.8","40.4","0.5","7.5","0.0","0.8","0.2","0.5","0.1","0.0","0.1","2.5","0.5","0.5","0.2","County","State"
"37","North Carolina","NC","37129","New Hanover County","37129","New Hanover County, North Carolina","192.254659991776","228134","0","114625","119","99975","888","47578","2797","5845","875","30524","1526","10255","1044","23770","2076","42252","92","41153","0","27166","1425","4885","673","2368","526","53240","602","19176","1221","2661","453","881","247","6304","899","6707","104","21.4","1.3","4.8","0.7","30.5","1.5","6.5","0.7","10.5","0.9","18.5","0.1","18.0","0.0","12.0","0.6","4.9","0.7","1.1","0.2","23.3","0.3","16.7","1.1","2.3","0.4","0.9","0.2","6.3","0.9","2.9","0.0","0.2626","0.2929","0.9091","0.0303","0.3737","1.8686","0.303","0.3434","0.1919","0.1111","0.2222","0.404","1.2726","0.0101","0.3636","0.3636","0.3636","0.9697","0.0202","0.0505","0.6566","0.6465","2.3435","0.4141","5.8483","0.202","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","246481","8999","750","27072","927","13857","0","2971","308","389","149","34","42","7978","990","939","401","9.0","0.7","11.9","0.4","6.1","0.0","1.3","0.1","0.2","0.1","0.0","0.1","3.5","0.4","0.4","0.2","County","State"
"37","North Carolina","NC","37131","Northampton County","37131","Northampton County, North Carolina","536.71017587159","17528","0","10652","30","7463","286","5409","574","565","148","2077","270","2188","247","1876","301","4836","47","3086","30","3193","363","388","102","53","84","10714","39","69","32","2739","271","127","70","602","132","752","37","32.3","3.4","7.6","2.0","27.8","3.5","16.5","1.9","11.2","1.8","27.6","0.3","17.6","0.2","19.0","2.2","5.2","1.4","0.3","0.5","61.1","0.2","0.6","0.3","25.7","2.5","1.7","0.9","8.1","1.7","4.3","0.2","0.8182","0.8687","0.7172","0.8182","0.5253","3.7476","0.8485","0.9091","0.1414","0.7576","0.2727","0.0606","2.1414","0.2121","0.9192","0.9192","0.9192","0.0808","0.8384","0.3232","0.8485","0.7778","2.8687","0.7071","9.6769","0.7576","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","2","15868","2723","278","9426","244","463","0","11","21","31","31","0","21","742","255","41","43","36.5","3.5","53.8","1.4","2.6","0.0","0.1","0.1","0.2","0.2","0.0","0.2","4.2","1.5","0.2","0.2","County","State"
"37","North Carolina","NC","37133","Onslow County","37133","Onslow County, North Carolina","762.084865810304","203686","0","84531","113","71009","984","45659","3467","4665","677","22468","1770","8800","925","16968","1828","19563","63","49511","151","26729","1593","5357","899","1593","456","70937","421","5836","1045","11078","902","1190","406","2728","499","20511","248","25.0","1.9","6.4","0.9","31.6","2.5","8.0","0.8","10.3","1.1","9.6","0.1","24.3","0.1","16.3","1.0","7.6","1.3","0.9","0.2","34.8","0.2","6.9","1.2","13.1","1.1","1.7","0.6","3.8","0.7","10.1","0.1","0.4848","0.7172","0.9495","0.1414","0.3434","2.6363","0.5859","0.0","0.9293","0.4242","0.7273","0.3131","2.3939","0.4141","0.5253","0.5253","0.5253","0.8485","0.2323","0.3232","0.1919","0.9495","2.5454","0.5152","8.1009","0.5657","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","3","200311","6110","899","27329","1073","27060","0","3685","378","656","196","286","131","11626","1228","295","176","8.6","1.3","13.4","0.5","13.3","0.0","1.8","0.2","0.3","0.1","0.1","0.1","5.7","0.6","0.1","0.1","County","State"
"37","North Carolina","NC","37135","Orange County","37135","Orange County, North Carolina","397.550568318136","145919","0","61213","140","55534","628","24134","1409","2934","496","14531","978","6087","697","9204","898","22449","39","28026","0","12055","642","2545","394","3761","692","45970","289","9359","717","4020","542","1275","294","2609","388","11643","187","18.0","1.0","3.9","0.6","26.2","1.7","6.6","0.8","6.3","0.6","15.4","0.1","19.2","0.0","8.3","0.4","4.6","0.7","2.7","0.5","31.5","0.2","15.3","1.2","6.6","0.9","2.3","0.5","4.7","0.7","8.0","0.1","0.1111","0.101","0.6263","0.0505","0.0101","0.899","0.0707","0.1111","0.3232","0.0101","0.1717","0.8889","1.505","0.0303","0.4949","0.4949","0.4949","0.9596","0.0909","0.596","0.3939","0.899","2.9394","0.7475","5.8383","0.1919","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","164650","4100","516","15521","525","12740","0","11368","314","456","149","34","43","5160","645","691","312","7.4","0.9","10.6","0.4","8.7","0.0","7.8","0.2","0.3","0.1","0.0","0.1","3.5","0.4","0.5","0.2","County","State"
"37","North Carolina","NC","37137","Pamlico County","37137","Pamlico County, North Carolina","336.515217824642","12317","0","7206","33","5130","199","2879","416","219","89","1230","179","973","194","1075","229","3738","43","1782","54","2411","252","124","50","158","117","3214","12","59","34","1652","250","16","25","247","78","841","55","25.1","3.6","4.6","1.8","24.0","3.4","10.0","2.0","9.3","2.0","30.3","0.4","14.5","0.4","20.9","2.2","2.4","1.0","1.3","1.0","26.1","0.1","0.9","0.5","22.9","3.5","0.3","0.5","4.8","1.5","6.8","0.4","0.4949","0.2424","0.4949","0.2828","0.1919","1.7069","0.2424","0.9495","0.0202","0.9192","0.0101","0.5152","2.4142","0.4646","0.404","0.404","0.404","0.1313","0.6768","0.0202","0.4141","0.8788","2.1212","0.3232","6.6463","0.3434","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","2","10995","853","161","2362","51","553","0","80","15","16","18","0","21","196","59","7","8","16.6","3.0","19.2","0.4","4.5","0.0","0.6","0.1","0.1","0.1","0.0","0.3","1.6","0.5","0.1","0.1","County","State"
